Gene	sgRNA	eff
MAP3K13_P2	MAP3K13_+_185081308.23-P2_5	1
NCAPH2_P1P2	NCAPH2_-_50946696.23-P1P2_5	1
NCAPH2_P1P2	NCAPH2_-_50946699.23-P1P2_4	1
NCAPH2_P1P2	NCAPH2_+_50946746.23-P1P2_1	1
NCAPH2_P1P2	NCAPH2_+_50946715.23-P1P2_3	1
NCAPH2_P1P2	NCAPH2_-_50946726.23-P1P2_2	1
MAU2_P1P2	MAU2_-_19431686.23-P1P2_5	1
MAU2_P1P2	MAU2_+_19431732.23-P1P2_3	1
MAU2_P1P2	MAU2_+_19431606.23-P1P2_2	1
MAU2_P1P2	MAU2_-_19431674.23-P1P2_4	1
MAU2_P1P2	MAU2_-_19431659.23-P1P2_1	1
GDF3_P1P2	GDF3_+_7848146.23-P1P2_1	1
GDF3_P1P2	GDF3_-_7848136.23-P1P2_2	1
GDF3_P1P2	GDF3_-_7848387.23-P1P2_5	1
GDF3_P1P2	GDF3_+_7848346.23-P1P2_3	1
GDF3_P1P2	GDF3_-_7848351.23-P1P2_4	1
CREBRF_P1	CREBRF_-_172483418.23-P1_5	1
CREBRF_P1	CREBRF_-_172483410.23-P1_2	1
CREBRF_P1	CREBRF_-_172483425.23-P1_1	1
CREBRF_P1	CREBRF_+_172483467.23-P1_4	1
CREBRF_P1	CREBRF_+_172483464.23-P1_3	1
ZNF37A_P1P2	ZNF37A_+_38383329.23-P1P2_3	1
ZNF37A_P1P2	ZNF37A_+_38383302.23-P1P2_1	1
ZNF37A_P1P2	ZNF37A_+_38383339.23-P1P2_5	1
ZNF37A_P1P2	ZNF37A_-_38383320.23-P1P2_2	1
ZNF37A_P1P2	ZNF37A_-_38383336.23-P1P2_4	1
HOXA9_P1P2	HOXA9_-_27204908.23-P1P2_5	1
HOXA9_P1P2	HOXA9_+_27205099.23-P1P2_4	1
HOXA9_P1P2	HOXA9_+_27205060.23-P1P2_2	1
HOXA9_P1P2	HOXA9_+_27205072.23-P1P2_1	1
HOXA9_P1P2	HOXA9_+_27205109.23-P1P2_3	1
FOXO4_P1P2	FOXO4_-_70315746.23-P1P2_1	1
FOXO4_P1P2	FOXO4_-_70315884.23-P1P2_4	1
FOXO4_P1P2	FOXO4_-_70315740.23-P1P2_3	1
FOXO4_P1P2	FOXO4_-_70315960.23-P1P2_2	1
FOXO4_P1P2	FOXO4_-_70315957.23-P1P2_5	1
HOXB4_P1P2	HOXB4_+_46655726.23-P1P2_1	1
HOXB4_P1P2	HOXB4_+_46655562.23-P1P2_4	1
HOXB4_P1P2	HOXB4_-_46655578.23-P1P2_2	1
HOXB4_P1P2	HOXB4_+_46655552.23-P1P2_5	1
HOXB4_P1P2	HOXB4_+_46655791.23-P1P2_3	1
TCEAL8_P1P2	TCEAL8_-_102510082.23-P1P2_5	1
TCEAL8_P1P2	TCEAL8_-_102510020.23-P1P2_4	1
TCEAL8_P1P2	TCEAL8_+_102509930.23-P1P2_1	1
TCEAL8_P1P2	TCEAL8_+_102509977.23-P1P2_2	1
TCEAL8_P1P2	TCEAL8_-_102510060.23-P1P2_3	1
ATF7IP_P2	ATF7IP_-_14538504.23-P2_3	1
ATF7IP_P2	ATF7IP_+_14538328.23-P2_4	1
ATF7IP_P2	ATF7IP_-_14538512.23-P2_5	1
ATF7IP_P2	ATF7IP_-_14538285.23-P2_2	1
ATF7IP_P2	ATF7IP_-_14538334.23-P2_1	1
ESRRG_ENST00000360012.3	ESRRG_-_216978635.23-ENST00000360012.3_4	1
ESRRG_ENST00000360012.3	ESRRG_+_216978690.23-ENST00000360012.3_2	1
ESRRG_ENST00000360012.3	ESRRG_+_216978651.23-ENST00000360012.3_1	1
ESRRG_ENST00000360012.3	ESRRG_+_216978369.23-ENST00000360012.3_5	1
ESRRG_ENST00000360012.3	ESRRG_-_216978464.23-ENST00000360012.3_3	1
ASCC1_P1P2	ASCC1_-_73975678.23-P1P2_4	1
ASCC1_P1P2	ASCC1_-_73975861.23-P1P2_5	1
ASCC1_P1P2	ASCC1_-_73975994.23-P1P2_1	1
ASCC1_P1P2	ASCC1_-_73975670.23-P1P2_2	1
ASCC1_P1P2	ASCC1_-_73975665.23-P1P2_3	1
ZMYM1_P1P2	ZMYM1_+_35545048.23-P1P2_3	1
ZMYM1_P1P2	ZMYM1_+_35545051.23-P1P2_2	1
ZMYM1_P1P2	ZMYM1_+_35545183.23-P1P2_1	1
ZMYM1_P1P2	ZMYM1_+_35545028.23-P1P2_4	1
ZMYM1_P1P2	ZMYM1_+_35545252.23-P1P2_5	1
PWP1_P1P2	PWP1_+_108079624.23-P1P2_4	1
PWP1_P1P2	PWP1_+_108079580.23-P1P2_2	1
PWP1_P1P2	PWP1_+_108079592.23-P1P2_1	1
PWP1_P1P2	PWP1_+_108079638.23-P1P2_5	1
PWP1_P1P2	PWP1_+_108079629.23-P1P2_3	1
ZNF19_P1P2	ZNF19_-_71518496.23-P1P2_5	1
ZNF19_P1P2	ZNF19_-_71518470.23-P1P2_1	1
ZNF19_P1P2	ZNF19_+_71518384.23-P1P2_2	1
ZNF19_P1P2	ZNF19_+_71518426.23-P1P2_4	1
ZNF19_P1P2	ZNF19_+_71518478.23-P1P2_3	1
UHRF1_P1P2	UHRF1_+_4910401.23-P1P2_1	1
UHRF1_P1P2	UHRF1_-_4909940.23-P1P2_5	1
UHRF1_P1P2	UHRF1_-_4910102.23-P1P2_4	1
UHRF1_P1P2	UHRF1_+_4910126.23-P1P2_3	1
UHRF1_P1P2	UHRF1_-_4910083.23-P1P2_2	1
NR5A1_P1P2	NR5A1_-_127269656.23-P1P2_5	1
NR5A1_P1P2	NR5A1_-_127269660.23-P1P2_3	1
NR5A1_P1P2	NR5A1_+_127269680.23-P1P2_2	1
NR5A1_P1P2	NR5A1_-_127269617.23-P1P2_4	1
NR5A1_P1P2	NR5A1_-_127269627.23-P1P2_1	1
EN1_P1P2	EN1_+_119605170.23-P1P2_3	1
EN1_P1P2	EN1_-_119605175.23-P1P2_2	1
EN1_P1P2	EN1_-_119605234.23-P1P2_5	1
EN1_P1P2	EN1_-_119604879.23-P1P2_4	1
EN1_P1P2	EN1_-_119605187.23-P1P2_1	1
HOXB6_P2	HOXB6_+_46675533.23-P2_1	1
HOXB6_P2	HOXB6_+_46675544.23-P2_5	1
HOXB6_P2	HOXB6_+_46675357.23-P2_2	1
HOXB6_P2	HOXB6_-_46675345.23-P2_3	1
HOXB6_P2	HOXB6_-_46675482.23-P2_4	1
HDAC9_P1	HDAC9_+_18535415.23-P1_5	1
HDAC9_P1	HDAC9_-_18535425.23-P1_4	1
HDAC9_P1	HDAC9_-_18535412.23-P1_1	1
HDAC9_P1	HDAC9_-_18535401.23-P1_3	1
HDAC9_P1	HDAC9_+_18535405.23-P1_2	1
ELL3_P1P2	ELL3_+_44069153.23-P1P2_3	1
ELL3_P1P2	ELL3_+_44069159.23-P1P2_5	1
ELL3_P1P2	ELL3_-_44069080.23-P1P2_4	1
ELL3_P1P2	ELL3_-_44069130.23-P1P2_2	1
ELL3_P1P2	ELL3_-_44068934.23-P1P2_1	1
BARX1_P1P2	BARX1_+_96717435.23-P1P2_4	1
BARX1_P1P2	BARX1_-_96717533.23-P1P2_3	1
BARX1_P1P2	BARX1_+_96717617.23-P1P2_1	1
BARX1_P1P2	BARX1_-_96717631.23-P1P2_2	1
BARX1_P1P2	BARX1_-_96717530.23-P1P2_5	1
OLIG2_P1P2	OLIG2_-_34398238.23-P1P2_4	1
OLIG2_P1P2	OLIG2_+_34398282.23-P1P2_1	1
OLIG2_P1P2	OLIG2_-_34398299.23-P1P2_3	1
OLIG2_P1P2	OLIG2_-_34398279.23-P1P2_5	1
OLIG2_P1P2	OLIG2_+_34398291.23-P1P2_2	1
HAND1_P1P2	HAND1_+_153857717.23-P1P2_4	1
HAND1_P1P2	HAND1_-_153857410.23-P1P2_2	1
HAND1_P1P2	HAND1_+_153857732.23-P1P2_3	1
HAND1_P1P2	HAND1_-_153857359.23-P1P2_5	1
HAND1_P1P2	HAND1_+_153857742.23-P1P2_1	1
TAF1A_P1P2	TAF1A_-_222763201.23-P1P2_5	1
TAF1A_P1P2	TAF1A_-_222763193.23-P1P2_1	1
TAF1A_P1P2	TAF1A_-_222763060.23-P1P2_3	1
TAF1A_P1P2	TAF1A_-_222763187.23-P1P2_4	1
TAF1A_P1P2	TAF1A_-_222763156.23-P1P2_2	1
NKAP_P1P2	NKAP_-_119077704.23-P1P2_4	1
NKAP_P1P2	NKAP_+_119077718.23-P1P2_5	1
NKAP_P1P2	NKAP_+_119077637.23-P1P2_2	1
NKAP_P1P2	NKAP_-_119077541.23-P1P2_3	1
NKAP_P1P2	NKAP_+_119077725.23-P1P2_1	1
ISL1_P2	ISL1_-_50682065.23-P2_2	1
ISL1_P2	ISL1_+_50682071.23-P2_3	1
ISL1_P2	ISL1_+_50682000.23-P2_5	1
ISL1_P2	ISL1_-_50682080.23-P2_1	1
ISL1_P2	ISL1_+_50681989.23-P2_4	1
DHX9_P1P2	DHX9_+_182808499.23-P1P2_1	1
DHX9_P1P2	DHX9_-_182808557.23-P1P2_3	1
DHX9_P1P2	DHX9_+_182808482.23-P1P2_4	1
DHX9_P1P2	DHX9_+_182808496.23-P1P2_5	1
DHX9_P1P2	DHX9_+_182808470.23-P1P2_2	1
ZNF407_ENST00000299687.5	ZNF407_-_72343215.23-ENST00000299687.5_3	1
ZNF407_ENST00000299687.5	ZNF407_-_72343011.23-ENST00000299687.5_1	1
ZNF407_ENST00000299687.5	ZNF407_-_72343076.23-ENST00000299687.5_4	1
ZNF407_ENST00000299687.5	ZNF407_+_72343057.23-ENST00000299687.5_2	1
ZNF407_ENST00000299687.5	ZNF407_-_72343345.23-ENST00000299687.5_5	1
CIR1_P1P2	CIR1_+_175260410.23-P1P2_5	1
CIR1_P1P2	CIR1_-_175260377.23-P1P2_3	1
CIR1_P1P2	CIR1_-_175260188.23-P1P2_2	1
CIR1_P1P2	CIR1_+_175260255.23-P1P2_1	1
CIR1_P1P2	CIR1_+_175260413.23-P1P2_4	1
ACTG1_P1P2	ACTG1_-_79479788.23-P1P2_5	1
ACTG1_P1P2	ACTG1_-_79479746.23-P1P2_3	1
ACTG1_P1P2	ACTG1_-_79479816.23-P1P2_2	1
ACTG1_P1P2	ACTG1_-_79479777.23-P1P2_1	1
ACTG1_P1P2	ACTG1_-_79479785.23-P1P2_4	1
PRDM4_P1P2	PRDM4_+_108154901.23-P1P2_4	1
PRDM4_P1P2	PRDM4_+_108154907.23-P1P2_5	1
PRDM4_P1P2	PRDM4_-_108154915.23-P1P2_2	1
PRDM4_P1P2	PRDM4_+_108154848.23-P1P2_1	1
PRDM4_P1P2	PRDM4_-_108154652.23-P1P2_3	1
HDAC6_P1P2	HDAC6_-_48660537.23-P1P2_1	1
HDAC6_P1P2	HDAC6_+_48660493.23-P1P2_3	1
HDAC6_P1P2	HDAC6_-_48660572.23-P1P2_4	1
HDAC6_P1P2	HDAC6_-_48660488.23-P1P2_5	1
HDAC6_P1P2	HDAC6_-_48660531.23-P1P2_2	1
ZNF692_P1P2	ZNF692_-_249153265.23-P1P2_5	1
ZNF692_P1P2	ZNF692_+_249153208.23-P1P2_2	1
ZNF692_P1P2	ZNF692_-_249153259.23-P1P2_3	1
ZNF692_P1P2	ZNF692_-_249152987.23-P1P2_4	1
ZNF692_P1P2	ZNF692_+_249153252.23-P1P2_1	1
ZNF468_P1P2	ZNF468_-_53360616.23-P1P2_3	1
ZNF468_P1P2	ZNF468_-_53360493.23-P1P2_1	1
ZNF468_P1P2	ZNF468_-_53360488.23-P1P2_5	1
ZNF468_P1P2	ZNF468_-_53360496.23-P1P2_2	1
ZNF468_P1P2	ZNF468_+_53360830.23-P1P2_4	1
ZNF283_P1P2	ZNF283_-_44331556.23-P1P2_5	1
ZNF283_P1P2	ZNF283_+_44331558.23-P1P2_3	1
ZNF283_P1P2	ZNF283_+_44331564.23-P1P2_4	1
ZNF283_P1P2	ZNF283_-_44331548.23-P1P2_2	1
ZNF283_P1P2	ZNF283_+_44331571.23-P1P2_1	1
POLR1C_P1	POLR1C_+_43484882.23-P1_5	1
POLR1C_P1	POLR1C_-_43484850.23-P1_3	1
POLR1C_P1	POLR1C_-_43484835.23-P1_2	1
POLR1C_P1	POLR1C_-_43484871.23-P1_1	1
POLR1C_P1	POLR1C_-_43484853.23-P1_4	1
SOX5_ENST00000309359.1	SOX5_-_24102523.23-ENST00000309359.1_5	1
SOX5_ENST00000309359.1	SOX5_+_24102757.23-ENST00000309359.1_1	1
SOX5_ENST00000309359.1	SOX5_+_24102569.23-ENST00000309359.1_3	1
SOX5_ENST00000309359.1	SOX5_+_24102766.23-ENST00000309359.1_4	1
SOX5_ENST00000309359.1	SOX5_+_24102572.23-ENST00000309359.1_2	1
HIST2H2AA4_P1P2	HIST2H2AA4_+_149822634.23-P1P2_4	1
HIST2H2AA4_P1P2	HIST2H2AA4_+_149822642.23-P1P2_3	1
HIST2H2AA4_P1P2	HIST2H2AA4_-_149822687.23-P1P2_1	1
HIST2H2AA4_P1P2	HIST2H2AA4_-_149822662.23-P1P2_2	1
HIST2H2AA4_P1P2	HIST2H2AA4_-_149822646.23-P1P2_5	1
ZNF805_P1P2	ZNF805_+_57752121.23-P1P2_3	1
ZNF805_P1P2	ZNF805_+_57752097.23-P1P2_5	1
ZNF805_P1P2	ZNF805_+_57752114.23-P1P2_4	1
ZNF805_P1P2	ZNF805_-_57752080.23-P1P2_1	1
ZNF805_P1P2	ZNF805_+_57752094.23-P1P2_2	1
TCEB3B_P1P2	TCEB3B_+_44561877.23-P1P2_5	1
TCEB3B_P1P2	TCEB3B_+_44561979.23-P1P2_2	1
TCEB3B_P1P2	TCEB3B_-_44561712.23-P1P2_3	1
TCEB3B_P1P2	TCEB3B_-_44561925.23-P1P2_1	1
TCEB3B_P1P2	TCEB3B_+_44561939.23-P1P2_4	1
RBM8A_P1P2	RBM8A_+_145507591.23-P1P2_3	1
RBM8A_P1P2	RBM8A_-_145507619.23-P1P2_2	1
RBM8A_P1P2	RBM8A_+_145507613.23-P1P2_1	1
RBM8A_P1P2	RBM8A_-_145507899.23-P1P2_5	1
RBM8A_P1P2	RBM8A_-_145507837.23-P1P2_4	1
BMP4_P2	BMP4_-_54420071.23-P2_4	1
BMP4_P2	BMP4_-_54420101.23-P2_2	1
BMP4_P2	BMP4_-_54419905.23-P2_5	1
BMP4_P2	BMP4_-_54419942.23-P2_3	1
BMP4_P2	BMP4_-_54420114.23-P2_1	1
BCL11B_P1P2	BCL11B_+_99737879.23-P1P2_2	1
BCL11B_P1P2	BCL11B_-_99737696.23-P1P2_1	1
BCL11B_P1P2	BCL11B_-_99738038.23-P1P2_3	1
BCL11B_P1P2	BCL11B_+_99738010.23-P1P2_5	1
BCL11B_P1P2	BCL11B_-_99738041.23-P1P2_4	1
PRMT6_P1P2	PRMT6_-_107599374.23-P1P2_2	1
PRMT6_P1P2	PRMT6_+_107599531.23-P1P2_1	1
PRMT6_P1P2	PRMT6_+_107599549.23-P1P2_3	1
PRMT6_P1P2	PRMT6_+_107599542.23-P1P2_4	1
PRMT6_P1P2	PRMT6_+_107599546.23-P1P2_5	1
TCEAL7_P1P2	TCEAL7_+_102585135.23-P1P2_3	1
TCEAL7_P1P2	TCEAL7_+_102585419.23-P1P2_4	1
TCEAL7_P1P2	TCEAL7_+_102585278.23-P1P2_5	1
TCEAL7_P1P2	TCEAL7_+_102585200.23-P1P2_2	1
TCEAL7_P1P2	TCEAL7_+_102585175.23-P1P2_1	1
RIPK2_P1P2	RIPK2_-_90770101.23-P1P2_4	1
RIPK2_P1P2	RIPK2_+_90770127.23-P1P2_2	1
RIPK2_P1P2	RIPK2_+_90770141.23-P1P2_1	1
RIPK2_P1P2	RIPK2_-_90770297.23-P1P2_3	1
RIPK2_P1P2	RIPK2_+_90770318.23-P1P2_5	1
FOXA2_P1P2	FOXA2_-_22564834.23-P1P2_2	1
FOXA2_P1P2	FOXA2_+_22564828.23-P1P2_4	1
FOXA2_P1P2	FOXA2_-_22564864.23-P1P2_1	1
FOXA2_P1P2	FOXA2_-_22565395.23-P1P2_5	1
FOXA2_P1P2	FOXA2_-_22565229.23-P1P2_3	1
GCLC_P1P2	GCLC_+_53409854.23-P1P2_5	1
GCLC_P1P2	GCLC_+_53409851.23-P1P2_3	1
GCLC_P1P2	GCLC_+_53409828.23-P1P2_1	1
GCLC_P1P2	GCLC_+_53409866.23-P1P2_4	1
GCLC_P1P2	GCLC_+_53409839.23-P1P2_2	1
EGF_P1P2	EGF_-_110834062.23-P1P2_4	1
EGF_P1P2	EGF_+_110834091.23-P1P2_2	1
EGF_P1P2	EGF_+_110834399.23-P1P2_5	1
EGF_P1P2	EGF_-_110834104.23-P1P2_1	1
EGF_P1P2	EGF_-_110834057.23-P1P2_3	1
RBM34_P1P2	RBM34_+_235324487.23-P1P2_5	1
RBM34_P1P2	RBM34_+_235324514.23-P1P2_4	1
RBM34_P1P2	RBM34_+_235324333.23-P1P2_3	1
RBM34_P1P2	RBM34_+_235324548.23-P1P2_2	1
RBM34_P1P2	RBM34_+_235324557.23-P1P2_1	1
ZNF507_P1P2	ZNF507_-_32836607.23-P1P2_4	1
ZNF507_P1P2	ZNF507_+_32836739.23-P1P2_5	1
ZNF507_P1P2	ZNF507_-_32836662.23-P1P2_2	1
ZNF507_P1P2	ZNF507_+_32836729.23-P1P2_1	1
ZNF507_P1P2	ZNF507_-_32836564.23-P1P2_3	1
ZNF479_P1P2	ZNF479_-_57199888.23-P1P2_5	1
ZNF479_P1P2	ZNF479_-_57199894.23-P1P2_3	1
ZNF479_P1P2	ZNF479_+_57199799.23-P1P2_1	1
ZNF479_P1P2	ZNF479_-_57199805.23-P1P2_4	1
ZNF479_P1P2	ZNF479_+_57199889.23-P1P2_2	1
AICDA_P1P2	AICDA_+_8765331.23-P1P2_4	1
AICDA_P1P2	AICDA_+_8765346.23-P1P2_3	1
AICDA_P1P2	AICDA_+_8765359.23-P1P2_2	1
AICDA_P1P2	AICDA_-_8765167.23-P1P2_5	1
AICDA_P1P2	AICDA_+_8765390.23-P1P2_1	1
ZFHX4_P1P2	ZFHX4_-_77593834.23-P1P2_3	1
ZFHX4_P1P2	ZFHX4_+_77593993.23-P1P2_2	1
ZFHX4_P1P2	ZFHX4_-_77593630.23-P1P2_5	1
ZFHX4_P1P2	ZFHX4_+_77593654.23-P1P2_1	1
ZFHX4_P1P2	ZFHX4_+_77593597.23-P1P2_4	1
ZNF730_P1P2	ZNF730_+_23299854.23-P1P2_5	1
ZNF730_P1P2	ZNF730_+_23299843.23-P1P2_1	1
ZNF730_P1P2	ZNF730_+_23299846.23-P1P2_3	1
ZNF730_P1P2	ZNF730_+_23300127.23-P1P2_2	1
ZNF730_P1P2	ZNF730_-_23299924.23-P1P2_4	1
ZEB1_P2	ZEB1_+_31610432.23-P2_3	1
ZEB1_P2	ZEB1_+_31610416.23-P2_1	1
ZEB1_P2	ZEB1_+_31610573.23-P2_2	1
ZEB1_P2	ZEB1_-_31610356.23-P2_5	1
ZEB1_P2	ZEB1_-_31610528.23-P2_4	1
DROSHA_P1P2	DROSHA_-_31532156.23-P1P2_1	1
DROSHA_P1P2	DROSHA_-_31532170.23-P1P2_2	1
DROSHA_P1P2	DROSHA_-_31532204.23-P1P2_3	1
DROSHA_P1P2	DROSHA_-_31531982.23-P1P2_4	1
DROSHA_P1P2	DROSHA_-_31532143.23-P1P2_5	1
UBTF_P1P2	UBTF_-_42298236.23-P1P2_5	1
UBTF_P1P2	UBTF_-_42298228.23-P1P2_3	1
UBTF_P1P2	UBTF_+_42298219.23-P1P2_4	1
UBTF_P1P2	UBTF_-_42295646.23-P1P2_1	1
UBTF_P1P2	UBTF_-_42295898.23-P1P2_2	1
GSG2_P1P2	GSG2_+_3627244.23-P1P2_5	1
GSG2_P1P2	GSG2_-_3627392.23-P1P2_1	1
GSG2_P1P2	GSG2_+_3627223.23-P1P2_4	1
GSG2_P1P2	GSG2_+_3627407.23-P1P2_2	1
GSG2_P1P2	GSG2_-_3627235.23-P1P2_3	1
CREB3L4_P1P2	CREB3L4_-_153940436.23-P1P2_4	1
CREB3L4_P1P2	CREB3L4_+_153940378.23-P1P2_3	1
CREB3L4_P1P2	CREB3L4_+_153940391.23-P1P2_1	1
CREB3L4_P1P2	CREB3L4_-_153940424.23-P1P2_5	1
CREB3L4_P1P2	CREB3L4_+_153940618.23-P1P2_2	1
ARID1A_P1P2	ARID1A_-_27022545.23-P1P2_3	1
ARID1A_P1P2	ARID1A_+_27022576.23-P1P2_1	1
ARID1A_P1P2	ARID1A_+_27022586.23-P1P2_5	1
ARID1A_P1P2	ARID1A_+_27022504.23-P1P2_4	1
ARID1A_P1P2	ARID1A_-_27022530.23-P1P2_2	1
DUXA_ENST00000554048.2	DUXA_-_57678778.23-ENST00000554048.2_2	1
DUXA_ENST00000554048.2	DUXA_-_57678725.23-ENST00000554048.2_3	1
DUXA_ENST00000554048.2	DUXA_+_57678718.23-ENST00000554048.2_1	1
DUXA_ENST00000554048.2	DUXA_-_57678797.23-ENST00000554048.2_4	1
DUXA_ENST00000554048.2	DUXA_+_57678751.23-ENST00000554048.2_5	1
IKZF1_P1P2	IKZF1_-_50344295.23-P1P2_2	1
IKZF1_P1P2	IKZF1_+_50343881.23-P1P2_4	1
IKZF1_P1P2	IKZF1_-_50344397.23-P1P2_5	1
IKZF1_P1P2	IKZF1_-_50344370.23-P1P2_3	1
IKZF1_P1P2	IKZF1_+_50344364.23-P1P2_1	1
GLTSCR2_P1P2	GLTSCR2_+_48248788.23-P1P2_1	1
GLTSCR2_P1P2	GLTSCR2_-_48249048.23-P1P2_2	1
GLTSCR2_P1P2	GLTSCR2_+_48249058.23-P1P2_5	1
GLTSCR2_P1P2	GLTSCR2_-_48249039.23-P1P2_4	1
GLTSCR2_P1P2	GLTSCR2_-_48249065.23-P1P2_3	1
CASP4_P1	CASP4_-_104839255.23-P1_1	1
CASP4_P1	CASP4_+_104839292.23-P1_5	1
CASP4_P1	CASP4_+_104839244.23-P1_2	1
CASP4_P1	CASP4_+_104839268.23-P1_3	1
CASP4_P1	CASP4_+_104839069.23-P1_4	1
ZFP41_P1P2	ZFP41_+_144329170.23-P1P2_3	1
ZFP41_P1P2	ZFP41_-_144329150.23-P1P2_5	1
ZFP41_P1P2	ZFP41_-_144329137.23-P1P2_1	1
ZFP41_P1P2	ZFP41_-_144329144.23-P1P2_2	1
ZFP41_P1P2	ZFP41_-_144329182.23-P1P2_4	1
SMO_P1P2	SMO_-_128828524.23-P1P2_4	1
SMO_P1P2	SMO_+_128828510.23-P1P2_5	1
SMO_P1P2	SMO_-_128828507.23-P1P2_1	1
SMO_P1P2	SMO_-_128828539.23-P1P2_3	1
SMO_P1P2	SMO_-_128828536.23-P1P2_2	1
ZNF516_P1P2	ZNF516_+_74206733.23-P1P2_5	1
ZNF516_P1P2	ZNF516_+_74207092.23-P1P2_1	1
ZNF516_P1P2	ZNF516_-_74207108.23-P1P2_2	1
ZNF516_P1P2	ZNF516_-_74206913.23-P1P2_4	1
ZNF516_P1P2	ZNF516_-_74207157.23-P1P2_3	1
ZNF549_P1P2	ZNF549_+_58038893.23-P1P2_2	1
ZNF549_P1P2	ZNF549_-_58038831.23-P1P2_1	1
ZNF549_P1P2	ZNF549_-_58039125.23-P1P2_3	1
ZNF549_P1P2	ZNF549_+_58038746.23-P1P2_5	1
ZNF549_P1P2	ZNF549_-_58038793.23-P1P2_4	1
TFAP4_P1P2	TFAP4_-_4322842.23-P1P2_4	1
TFAP4_P1P2	TFAP4_-_4322870.23-P1P2_1	1
TFAP4_P1P2	TFAP4_-_4322853.23-P1P2_2	1
TFAP4_P1P2	TFAP4_-_4322876.23-P1P2_3	1
TFAP4_P1P2	TFAP4_-_4322826.23-P1P2_5	1
IL10_P2	IL10_+_206944521.23-P2_4	1
IL10_P2	IL10_+_206944537.23-P2_5	1
IL10_P2	IL10_-_206944491.23-P2_3	1
IL10_P2	IL10_-_206944482.23-P2_2	1
IL10_P2	IL10_+_206944518.23-P2_1	1
KMT2B_P2	KMT2B_+_36211136.23-P2_2	1
KMT2B_P2	KMT2B_+_36211151.23-P2_3	1
KMT2B_P2	KMT2B_-_36211341.23-P2_4	1
KMT2B_P2	KMT2B_-_36211198.23-P2_1	1
KMT2B_P2	KMT2B_-_36211231.23-P2_5	1
PCBP2_P1	PCBP2_+_53846112.23-P1_1	1
PCBP2_P1	PCBP2_+_53845879.23-P1_3	1
PCBP2_P1	PCBP2_+_53846279.23-P1_2	1
PCBP2_P1	PCBP2_+_53846250.23-P1_5	1
PCBP2_P1	PCBP2_-_53846344.23-P1_4	1
CDX2_P1P2	CDX2_-_28543241.23-P1P2_2	1
CDX2_P1P2	CDX2_+_28543276.23-P1P2_1	1
CDX2_P1P2	CDX2_-_28543397.23-P1P2_4	1
CDX2_P1P2	CDX2_-_28543392.23-P1P2_3	1
CDX2_P1P2	CDX2_-_28543044.23-P1P2_5	1
HIST1H4I_ENST00000354348.2	HIST1H4I_+_27107046.23-ENST00000354348.2_3	1
