Gene	sgRNA	eff
LRP6_P1P2	LRP6_+_12419986.23-P1P2_4	1
LRP6_P1P2	LRP6_+_12419925.23-P1P2_1	1
WAC_P1P2	WAC_+_28822275.23-P1P2_1	1
WAC_P1P2	WAC_-_28822074.23-P1P2_2	1
WAC_P1P2	WAC_+_28821698.23-P1P2_5	1
WAC_P1P2	WAC_+_28822278.23-P1P2_3	1
WAC_P1P2	WAC_-_28822080.23-P1P2_4	1
LIMS1_P1P2	LIMS1_-_109150986.23-P1P2_1	1
LIMS1_P1P2	LIMS1_+_109150920.23-P1P2_5	1
LIMS1_P1P2	LIMS1_-_109150933.23-P1P2_4	1
LIMS1_P1P2	LIMS1_-_109150969.23-P1P2_3	1
LIMS1_P1P2	LIMS1_-_109150960.23-P1P2_2	1
SPHK1_P1P2	SPHK1_+_74380896.23-P1P2_1	1
SPHK1_P1P2	SPHK1_+_74380758.23-P1P2_2	1
SPHK1_P1P2	SPHK1_+_74380767.23-P1P2_4	1
SPHK1_P1P2	SPHK1_+_74380913.23-P1P2_3	1
SPHK1_P1P2	SPHK1_-_74380803.23-P1P2_5	1
ALKBH5_P1P2	ALKBH5_-_18087178.23-P1P2_4	1
ALKBH5_P1P2	ALKBH5_-_18087156.23-P1P2_2	1
ALKBH5_P1P2	ALKBH5_+_18087186.23-P1P2_3	1
ALKBH5_P1P2	ALKBH5_+_18087359.23-P1P2_5	1
ALKBH5_P1P2	ALKBH5_-_18087161.23-P1P2_1	1
RHOG_P1P2	RHOG_-_3862184.23-P1P2_3	1
RHOG_P1P2	RHOG_-_3862066.23-P1P2_2	1
RHOG_P1P2	RHOG_+_3861920.23-P1P2_1	1
RHOG_P1P2	RHOG_-_3862146.23-P1P2_4	1
RHOG_P1P2	RHOG_-_3862197.23-P1P2_5	1
KDM2A_P1P2	KDM2A_-_66886795.23-P1P2_4	1
KDM2A_P1P2	KDM2A_-_66886760.23-P1P2_1	1
KDM2A_P1P2	KDM2A_+_66886784.23-P1P2_3	1
KDM2A_P1P2	KDM2A_-_66886750.23-P1P2_5	1
KDM2A_P1P2	KDM2A_-_66886763.23-P1P2_2	1
CALR_P1P2	CALR_+_13049420.23-P1P2_4	1
CALR_P1P2	CALR_+_13049424.23-P1P2_3	1
CALR_P1P2	CALR_-_13049450.23-P1P2_2	1
CALR_P1P2	CALR_+_13049478.23-P1P2_1	1
CALR_P1P2	CALR_+_13049437.23-P1P2_5	1
EREG_P1P2	EREG_+_75230908.23-P1P2_1	1
EREG_P1P2	EREG_-_75230917.23-P1P2_3	1
EREG_P1P2	EREG_-_75230906.23-P1P2_2	1
EREG_P1P2	EREG_+_75230942.23-P1P2_5	1
EREG_P1P2	EREG_+_75231102.23-P1P2_4	1
POLE4_P1P2	POLE4_-_75185851.23-P1P2_5	1
POLE4_P1P2	POLE4_-_75185725.23-P1P2_2	1
POLE4_P1P2	POLE4_-_75185815.23-P1P2_4	1
POLE4_P1P2	POLE4_-_75185697.23-P1P2_1	1
POLE4_P1P2	POLE4_-_75185848.23-P1P2_3	1
KPNA2_P1P2	KPNA2_+_66031928.23-P1P2_5	1
KPNA2_P1P2	KPNA2_-_66031874.23-P1P2_2	1
KPNA2_P1P2	KPNA2_+_66031904.23-P1P2_1	1
KPNA2_P1P2	KPNA2_+_66031896.23-P1P2_4	1
KPNA2_P1P2	KPNA2_+_66031880.23-P1P2_3	1
LMX1B_P1P2	LMX1B_-_129376253.23-P1P2_3	1
LMX1B_P1P2	LMX1B_+_129376441.23-P1P2_5	1
LMX1B_P1P2	LMX1B_-_129376228.23-P1P2_1	1
LMX1B_P1P2	LMX1B_-_129376236.23-P1P2_2	1
LMX1B_P1P2	LMX1B_+_129376444.23-P1P2_4	1
MYC_P1P2	MYC_-_128748536.23-P1P2_5	1
MYC_P1P2	MYC_+_128747882.23-P1P2_2	1
MYC_P1P2	MYC_-_128748503.23-P1P2_4	1
MYC_P1P2	MYC_+_128747801.23-P1P2_1	1
MYC_P1P2	MYC_-_128748509.23-P1P2_3	1
POGK_P1P2	POGK_+_166808705.23-P1P2_2	1
POGK_P1P2	POGK_+_166808950.23-P1P2_4	1
POGK_P1P2	POGK_-_166808764.23-P1P2_1	1
POGK_P1P2	POGK_-_166808755.23-P1P2_3	1
POGK_P1P2	POGK_+_166808944.23-P1P2_5	1
CXXC5_P1P2	CXXC5_-_139027980.23-P1P2_3	1
CXXC5_P1P2	CXXC5_-_139028036.23-P1P2_1	1
CXXC5_P1P2	CXXC5_-_139028001.23-P1P2_2	1
CXXC5_P1P2	CXXC5_+_139028509.23-P1P2_5	1
CXXC5_P1P2	CXXC5_+_139028427.23-P1P2_4	1
ZNF131_P1P2	ZNF131_-_43121079.23-P1P2_3	1
ZNF131_P1P2	ZNF131_-_43121261.23-P1P2_5	1
ZNF131_P1P2	ZNF131_+_43121840.23-P1P2_1	1
ZNF131_P1P2	ZNF131_-_43121230.23-P1P2_4	1
ZNF131_P1P2	ZNF131_-_43121745.23-P1P2_2	1
NARFL_P1P2	NARFL_+_790948.23-P1P2_4	1
NARFL_P1P2	NARFL_-_790946.23-P1P2_3	1
NARFL_P1P2	NARFL_+_790942.23-P1P2_2	1
NARFL_P1P2	NARFL_-_790975.23-P1P2_1	1
NARFL_P1P2	NARFL_+_790965.23-P1P2_5	1
ZFP1_P1P2	ZFP1_+_75182481.23-P1P2_4	1
ZFP1_P1P2	ZFP1_-_75182641.23-P1P2_5	1
ZFP1_P1P2	ZFP1_-_75182450.23-P1P2_2	1
ZFP1_P1P2	ZFP1_+_75182459.23-P1P2_1	1
ZFP1_P1P2	ZFP1_-_75182670.23-P1P2_3	1
DPF1_P1	DPF1_-_38720225.23-P1_2	1
DPF1_P1	DPF1_-_38720346.23-P1_1	1
DPF1_P1	DPF1_+_38720313.23-P1_4	1
DPF1_P1	DPF1_-_38719897.23-P1_3	1
DPF1_P1	DPF1_-_38720219.23-P1_5	1
APP_P1P2	APP_+_27543051.23-P1P2_2	1
APP_P1P2	APP_+_27543064.23-P1P2_3	1
APP_P1P2	APP_+_27543068.23-P1P2_4	1
APP_P1P2	APP_+_27542876.23-P1P2_5	1
APP_P1P2	APP_+_27543048.23-P1P2_1	1
ASXL2_P1P2	ASXL2_+_26101341.23-P1P2_4	1
ASXL2_P1P2	ASXL2_+_26101274.23-P1P2_3	1
ASXL2_P1P2	ASXL2_+_26101289.23-P1P2_1	1
ASXL2_P1P2	ASXL2_+_26101313.23-P1P2_2	1
ASXL2_P1P2	ASXL2_+_26101307.23-P1P2_5	1
ZNF491_P1P2	ZNF491_+_11909452.23-P1P2_3	1
ZNF491_P1P2	ZNF491_+_11909593.23-P1P2_5	1
ZNF491_P1P2	ZNF491_+_11909417.23-P1P2_1	1
ZNF491_P1P2	ZNF491_+_11909455.23-P1P2_4	1
ZNF491_P1P2	ZNF491_+_11909401.23-P1P2_2	1
PRMT3_P1P2	PRMT3_-_20409324.23-P1P2_3	1
PRMT3_P1P2	PRMT3_+_20409728.23-P1P2_4	1
PRMT3_P1P2	PRMT3_-_20409281.23-P1P2_2	1
PRMT3_P1P2	PRMT3_+_20409317.23-P1P2_1	1
PRMT3_P1P2	PRMT3_+_20409486.23-P1P2_5	1
THRB_P1P2	THRB_+_24536061.23-P1P2_4	1
THRB_P1P2	THRB_+_24536240.23-P1P2_3	1
THRB_P1P2	THRB_+_24536325.23-P1P2_5	1
THRB_P1P2	THRB_-_24536232.23-P1P2_1	1
THRB_P1P2	THRB_-_24535938.23-P1P2_2	1
ZNF569_P1P2	ZNF569_+_37958115.23-P1P2_2	1
ZNF569_P1P2	ZNF569_-_37957869.23-P1P2_5	1
ZNF569_P1P2	ZNF569_-_37958088.23-P1P2_4	1
ZNF569_P1P2	ZNF569_-_37958128.23-P1P2_1	1
ZNF569_P1P2	ZNF569_+_37958101.23-P1P2_3	1
TDRD12_P1P2	TDRD12_-_33210699.23-P1P2_1	1
TDRD12_P1P2	TDRD12_-_33210943.23-P1P2_5	1
TDRD12_P1P2	TDRD12_+_33210757.23-P1P2_4	1
TDRD12_P1P2	TDRD12_-_33210746.23-P1P2_2	1
TDRD12_P1P2	TDRD12_+_33210693.23-P1P2_3	1
MTMR6_P1P2	MTMR6_-_25861638.23-P1P2_2	1
MTMR6_P1P2	MTMR6_-_25861605.23-P1P2_3	1
MTMR6_P1P2	MTMR6_+_25861587.23-P1P2_5	1
MTMR6_P1P2	MTMR6_+_25861495.23-P1P2_4	1
MTMR6_P1P2	MTMR6_+_25861543.23-P1P2_1	1
TRIM21_P1P2	TRIM21_+_4414861.23-P1P2_2	1
TRIM21_P1P2	TRIM21_+_4414468.23-P1P2_5	1
TRIM21_P1P2	TRIM21_-_4414872.23-P1P2_1	1
TRIM21_P1P2	TRIM21_+_4414836.23-P1P2_3	1
TRIM21_P1P2	TRIM21_+_4414914.23-P1P2_4	1
FOXM1_P1P2	FOXM1_+_2986101.23-P1P2_3	1
FOXM1_P1P2	FOXM1_+_2986104.23-P1P2_1	1
FOXM1_P1P2	FOXM1_+_2986308.23-P1P2_2	1
FOXM1_P1P2	FOXM1_-_2986178.23-P1P2_5	1
FOXM1_P1P2	FOXM1_+_2986064.23-P1P2_4	1
PPM1A_P1P2	PPM1A_-_60716010.23-P1P2_3	1
PPM1A_P1P2	PPM1A_+_60716163.23-P1P2_5	1
PPM1A_P1P2	PPM1A_-_60716043.23-P1P2_1	1
PPM1A_P1P2	PPM1A_-_60716058.23-P1P2_2	1
PPM1A_P1P2	PPM1A_-_60715976.23-P1P2_4	1
CDKN1C_P1P2	CDKN1C_+_2906930.23-P1P2_2	1
CDKN1C_P1P2	CDKN1C_+_2906976.23-P1P2_5	1
CDKN1C_P1P2	CDKN1C_-_2906877.23-P1P2_4	1
CDKN1C_P1P2	CDKN1C_+_2907024.23-P1P2_1	1
CDKN1C_P1P2	CDKN1C_+_2906927.23-P1P2_3	1
ELK1_P1P2	ELK1_-_47510006.23-P1P2_3	1
ELK1_P1P2	ELK1_-_47509921.23-P1P2_1	1
ELK1_P1P2	ELK1_-_47509918.23-P1P2_2	1
ELK1_P1P2	ELK1_+_47509979.23-P1P2_4	1
ELK1_P1P2	ELK1_+_47509969.23-P1P2_5	1
FOXJ1_P1P2	FOXJ1_+_74137309.23-P1P2_3	1
FOXJ1_P1P2	FOXJ1_+_74137360.23-P1P2_2	1
FOXJ1_P1P2	FOXJ1_+_74137265.23-P1P2_1	1
FOXJ1_P1P2	FOXJ1_-_74137059.23-P1P2_5	1
FOXJ1_P1P2	FOXJ1_+_74137187.23-P1P2_4	1
GATA1_P1P2	GATA1_+_48644985.23-P1P2_4	1
GATA1_P1P2	GATA1_+_48645075.23-P1P2_5	1
GATA1_P1P2	GATA1_+_48645026.23-P1P2_3	1
GATA1_P1P2	GATA1_+_48644988.23-P1P2_1	1
GATA1_P1P2	GATA1_-_48645022.23-P1P2_2	1
CD81_P2	CD81_+_2411699.23-P2_3	1
CD81_P2	CD81_-_2411756.23-P2_4	1
CD81_P2	CD81_+_2411706.23-P2_2	1
CD81_P2	CD81_+_2411696.23-P2_5	1
CD81_P2	CD81_+_2411703.23-P2_1	1
POLR1C_P2	POLR1C_+_43477492.23-P2_2	1
POLR1C_P2	POLR1C_-_43477476.23-P2_5	1
POLR1C_P2	POLR1C_-_43477489.23-P2_3	1
POLR1C_P2	POLR1C_+_43477714.23-P2_4	1
POLR1C_P2	POLR1C_-_43477509.23-P2_1	1
MYOG_P1P2	MYOG_-_203055102.23-P1P2_3	1
MYOG_P1P2	MYOG_+_203054927.23-P1P2_5	1
MYOG_P1P2	MYOG_-_203055066.23-P1P2_2	1
MYOG_P1P2	MYOG_-_203055069.23-P1P2_1	1
MYOG_P1P2	MYOG_-_203055092.23-P1P2_4	1
RNF2_P1P2	RNF2_-_185014682.23-P1P2_5	1
RNF2_P1P2	RNF2_+_185014687.23-P1P2_2	1
RNF2_P1P2	RNF2_+_185014727.23-P1P2_1	1
RNF2_P1P2	RNF2_-_185014702.23-P1P2_4	1
RNF2_P1P2	RNF2_-_185014699.23-P1P2_3	1
ZNF671_P1P2	ZNF671_-_58238795.23-P1P2_4	1
ZNF671_P1P2	ZNF671_+_58238898.23-P1P2_5	1
ZNF671_P1P2	ZNF671_-_58238961.23-P1P2_1	1
ZNF671_P1P2	ZNF671_+_58238930.23-P1P2_2	1
ZNF671_P1P2	ZNF671_+_58238917.23-P1P2_3	1
ZNF773_P1P2	ZNF773_-_58011342.23-P1P2_2	1
ZNF773_P1P2	ZNF773_-_58011337.23-P1P2_5	1
ZNF773_P1P2	ZNF773_+_58011271.23-P1P2_3	1
ZNF773_P1P2	ZNF773_-_58011315.23-P1P2_1	1
ZNF773_P1P2	ZNF773_-_58011328.23-P1P2_4	1
NFIB_P1P2	NFIB_+_14314562.23-P1P2_2	1
NFIB_P1P2	NFIB_-_14314372.23-P1P2_4	1
NFIB_P1P2	NFIB_-_14314072.23-P1P2_3	1
NFIB_P1P2	NFIB_-_14314056.23-P1P2_5	1
NFIB_P1P2	NFIB_+_14314559.23-P1P2_1	1
FBXO18_P1P2	FBXO18_-_5932188.23-P1P2_2	1
FBXO18_P1P2	FBXO18_-_5932185.23-P1P2_4	1
FBXO18_P1P2	FBXO18_+_5932212.23-P1P2_1	1
FBXO18_P1P2	FBXO18_-_5932245.23-P1P2_3	1
FBXO18_P1P2	FBXO18_+_5932711.23-P1P2_5	1
CBX3_P1P2	CBX3_-_26241450.23-P1P2_5	1
CBX3_P1P2	CBX3_+_26241398.23-P1P2_2	1
CBX3_P1P2	CBX3_+_26241360.23-P1P2_3	1
CBX3_P1P2	CBX3_-_26241375.23-P1P2_1	1
CBX3_P1P2	CBX3_-_26241397.23-P1P2_4	1
STK31_P1P2	STK31_+_23749912.23-P1P2_4	1
STK31_P1P2	STK31_-_23750099.23-P1P2_5	1
STK31_P1P2	STK31_+_23750089.23-P1P2_3	1
STK31_P1P2	STK31_-_23749910.23-P1P2_2	1
STK31_P1P2	STK31_+_23749899.23-P1P2_1	1
PTPRK_P1	PTPRK_-_128841729.23-P1_2	1
PTPRK_P1	PTPRK_+_128841714.23-P1_3	1
PTPRK_P1	PTPRK_-_128841723.23-P1_4	1
PTPRK_P1	PTPRK_-_128841669.23-P1_1	1
PTPRK_P1	PTPRK_+_128841326.23-P1_5	1
KDM2B_ENST00000377069.4	KDM2B_+_122018401.23-ENST00000377069.4_2	1
KDM2B_ENST00000377069.4	KDM2B_-_122018473.23-ENST00000377069.4_5	1
KDM2B_ENST00000377069.4	KDM2B_+_122018460.23-ENST00000377069.4_3	1
KDM2B_ENST00000377069.4	KDM2B_+_122018398.23-ENST00000377069.4_4	1
KDM2B_ENST00000377069.4	KDM2B_-_122018450.23-ENST00000377069.4_1	1
ZNF384_P1P2	ZNF384_-_6798637.23-P1P2_5	1
ZNF384_P1P2	ZNF384_-_6798269.23-P1P2_1	1
ZNF384_P1P2	ZNF384_-_6798375.23-P1P2_2	1
ZNF384_P1P2	ZNF384_-_6798265.23-P1P2_4	1
ZNF384_P1P2	ZNF384_-_6798250.23-P1P2_3	1
HEXIM2_P1	HEXIM2_+_43239265.23-P1_5	1
HEXIM2_P1	HEXIM2_-_43239264.23-P1_4	1
HEXIM2_P1	HEXIM2_-_43239306.23-P1_3	1
HEXIM2_P1	HEXIM2_-_43239311.23-P1_1	1
HEXIM2_P1	HEXIM2_-_43239317.23-P1_2	1
ACVR2B_P1P2	ACVR2B_+_38495409.23-P1P2_4	1
ACVR2B_P1P2	ACVR2B_+_38495450.23-P1P2_3	1
ACVR2B_P1P2	ACVR2B_+_38495464.23-P1P2_5	1
ACVR2B_P1P2	ACVR2B_+_38495606.23-P1P2_2	1
ACVR2B_P1P2	ACVR2B_+_38495339.23-P1P2_1	1
CSRP3_P1P2	CSRP3_+_19223503.23-P1P2_1	1
CSRP3_P1P2	CSRP3_-_19223541.23-P1P2_5	1
CSRP3_P1P2	CSRP3_+_19223499.23-P1P2_3	1
CSRP3_P1P2	CSRP3_+_19223268.23-P1P2_4	1
CSRP3_P1P2	CSRP3_+_19223492.23-P1P2_2	1
PLAGL1_P2	PLAGL1_+_144385648.23-P2_5	1
PLAGL1_P2	PLAGL1_+_144385691.23-P2_3	1
PLAGL1_P2	PLAGL1_+_144385655.23-P2_1	1
PLAGL1_P2	PLAGL1_-_144385724.23-P2_4	1
PLAGL1_P2	PLAGL1_-_144385721.23-P2_2	1
EMX1_P1	EMX1_+_73144756.23-P1_3	1
EMX1_P1	EMX1_+_73144844.23-P1_4	1
EMX1_P1	EMX1_+_73144641.23-P1_2	1
EMX1_P1	EMX1_-_73144708.23-P1_1	1
EMX1_P1	EMX1_-_73144739.23-P1_5	1
TCEANC_P1P2	TCEANC_+_13671376.23-P1P2_4	1
TCEANC_P1P2	TCEANC_-_13671482.23-P1P2_3	1
TCEANC_P1P2	TCEANC_-_13671372.23-P1P2_5	1
TCEANC_P1P2	TCEANC_+_13671357.23-P1P2_1	1
TCEANC_P1P2	TCEANC_-_13671273.23-P1P2_2	1
NUP62_P1P2	NUP62_+_50432687.23-P1P2_3	1
NUP62_P1P2	NUP62_+_50432696.23-P1P2_2	1
NUP62_P1P2	NUP62_+_50432692.23-P1P2_5	1
NUP62_P1P2	NUP62_+_50432714.23-P1P2_4	1
NUP62_P1P2	NUP62_-_50432793.23-P1P2_1	1
ZBED1_P1P2	ZBED1_-_2418913.23-P1P2_1	1
ZBED1_P1P2	ZBED1_-_2418937.23-P1P2_4	1
ZBED1_P1P2	ZBED1_+_2418947.23-P1P2_2	1
ZBED1_P1P2	ZBED1_-_2418967.23-P1P2_3	1
ZBED1_P1P2	ZBED1_+_2418920.23-P1P2_5	1
IMPDH1_P2	IMPDH1_+_128049948.23-P2_1	1
IMPDH1_P2	IMPDH1_-_128049974.23-P2_3	1
IMPDH1_P2	IMPDH1_+_128050025.23-P2_2	1
IMPDH1_P2	IMPDH1_-_128049961.23-P2_5	1
IMPDH1_P2	IMPDH1_+_128050002.23-P2_4	1
ACAD8_P1P2	ACAD8_-_134123502.23-P1P2_4	1
ACAD8_P1P2	ACAD8_-_134123507.23-P1P2_1	1
ACAD8_P1P2	ACAD8_+_134123511.23-P1P2_3	1
ACAD8_P1P2	ACAD8_-_134123448.23-P1P2_2	1
ACAD8_P1P2	ACAD8_-_134123488.23-P1P2_5	1
ZCWPW2_P1P2	ZCWPW2_-_28390261.23-P1P2_1	1
ZCWPW2_P1P2	ZCWPW2_+_28390218.23-P1P2_2	1
ZCWPW2_P1P2	ZCWPW2_+_28390485.23-P1P2_5	1
ZCWPW2_P1P2	ZCWPW2_+_28390227.23-P1P2_3	1
ZCWPW2_P1P2	ZCWPW2_-_28390438.23-P1P2_4	1
WDR35_P1P2	WDR35_+_20189840.23-P1P2_2	1
WDR35_P1P2	WDR35_-_20189803.23-P1P2_3	1
WDR35_P1P2	WDR35_+_20189888.23-P1P2_5	1
WDR35_P1P2	WDR35_-_20189829.23-P1P2_1	1
WDR35_P1P2	WDR35_-_20189781.23-P1P2_4	1
GALR1_P1P2	GALR1_+_74962254.23-P1P2_5	1
GALR1_P1P2	GALR1_-_74962045.23-P1P2_2	1
GALR1_P1P2	GALR1_+_74962293.23-P1P2_4	1
GALR1_P1P2	GALR1_-_74962050.23-P1P2_3	1
GALR1_P1P2	GALR1_+_74962040.23-P1P2_1	1
TRAF1_P2	TRAF1_-_123691330.23-P2_3	1
TRAF1_P2	TRAF1_-_123691099.23-P2_5	1
TRAF1_P2	TRAF1_+_123691269.23-P2_2	1
TRAF1_P2	TRAF1_-_123691307.23-P2_1	1
TRAF1_P2	TRAF1_+_123691290.23-P2_4	1
PELP1_P1P2	PELP1_-_4607561.23-P1P2_2	1
PELP1_P1P2	PELP1_+_4607627.23-P1P2_3	1
PELP1_P1P2	PELP1_-_4607395.23-P1P2_1	1
PELP1_P1P2	PELP1_-_4607518.23-P1P2_5	1
PELP1_P1P2	PELP1_-_4607617.23-P1P2_4	1
ZNF184_P1P2	ZNF184_+_27440648.23-P1P2_1	1
ZNF184_P1P2	ZNF184_+_27440819.23-P1P2_5	1
ZNF184_P1P2	ZNF184_+_27440816.23-P1P2_4	1
ZNF184_P1P2	ZNF184_-_27440637.23-P1P2_2	1
ZNF184_P1P2	ZNF184_+_27440863.23-P1P2_3	1
BAZ2A_P2	BAZ2A_+_57029964.23-P2_3	1
BAZ2A_P2	BAZ2A_-_57030140.23-P2_2	1
BAZ2A_P2	BAZ2A_+_57030124.23-P2_5	1
BAZ2A_P2	BAZ2A_-_57030166.23-P2_4	1
BAZ2A_P2	BAZ2A_+_57029894.23-P2_1	1
DPPA2_P1P2	DPPA2_+_109035295.23-P1P2_1	1
DPPA2_P1P2	DPPA2_+_109035299.23-P1P2_4	1
DPPA2_P1P2	DPPA2_-_109035262.23-P1P2_5	1
DPPA2_P1P2	DPPA2_-_109035169.23-P1P2_2	1
DPPA2_P1P2	DPPA2_+_109035332.23-P1P2_3	1
MBIP_P1P2	MBIP_+_36789756.23-P1P2_2	1
MBIP_P1P2	MBIP_+_36789828.23-P1P2_3	1
MBIP_P1P2	MBIP_-_36789783.23-P1P2_4	1
MBIP_P1P2	MBIP_+_36789825.23-P1P2_5	1
MBIP_P1P2	MBIP_+_36789822.23-P1P2_1	1
FOXC1_P1P2	FOXC1_+_1610373.23-P1P2_5	1
FOXC1_P1P2	FOXC1_-_1610301.23-P1P2_4	1
FOXC1_P1P2	FOXC1_-_1610341.23-P1P2_3	1
FOXC1_P1P2	FOXC1_-_1610803.23-P1P2_1	1
FOXC1_P1P2	FOXC1_+_1610867.23-P1P2_2	1
TDRD9_P1P2	TDRD9_+_104394838.23-P1P2_3	1
TDRD9_P1P2	TDRD9_+_104394862.23-P1P2_5	1
TDRD9_P1P2	TDRD9_+_104394783.23-P1P2_2	1
TDRD9_P1P2	TDRD9_+_104394780.23-P1P2_4	1
TDRD9_P1P2	TDRD9_-_104394822.23-P1P2_1	1
SUB1_P2	SUB1_-_32531948.23-P2_2	1
SUB1_P2	SUB1_+_32532338.23-P2_4	1
SUB1_P2	SUB1_-_32532380.23-P2_1	1
SUB1_P2	SUB1_-_32532214.23-P2_5	1
SUB1_P2	SUB1_-_32532022.23-P2_3	1
CDK4_P1P2	CDK4_+_58146071.23-P1P2_3	1
CDK4_P1P2	CDK4_-_58146099.23-P1P2_5	1
CDK4_P1P2	CDK4_-_58146046.23-P1P2_1	1
CDK4_P1P2	CDK4_-_58146064.23-P1P2_2	1
CDK4_P1P2	CDK4_+_58145866.23-P1P2_4	1
L3MBTL1_P1	L3MBTL1_-_42143146.23-P1_4	1
L3MBTL1_P1	L3MBTL1_-_42143121.23-P1_3	1
L3MBTL1_P1	L3MBTL1_-_42143172.23-P1_2	1
L3MBTL1_P1	L3MBTL1_+_42143141.23-P1_1	1
L3MBTL1_P1	L3MBTL1_-_42143151.23-P1_5	1
CIITA_P1P2	CIITA_-_10971048.23-P1P2_3	1
CIITA_P1P2	CIITA_-_10971140.23-P1P2_4	1
CIITA_P1P2	CIITA_-_10971119.23-P1P2_2	1
CIITA_P1P2	CIITA_-_10971099.23-P1P2_5	1
CIITA_P1P2	CIITA_-_10971109.23-P1P2_1	1
SFR1_P1P2	SFR1_-_105882321.23-P1P2_5	1
SFR1_P1P2	SFR1_+_105882190.23-P1P2_4	1
SFR1_P1P2	SFR1_+_105881980.23-P1P2_1	1
SFR1_P1P2	SFR1_-_105882118.23-P1P2_2	1
SFR1_P1P2	SFR1_-_105882092.23-P1P2_3	1
ATAD2_P1P2	ATAD2_+_124408678.23-P1P2_3	1
ATAD2_P1P2	ATAD2_-_124408650.23-P1P2_2	1
ATAD2_P1P2	ATAD2_-_124408665.23-P1P2_4	1
ATAD2_P1P2	ATAD2_+_124408604.23-P1P2_1	1
ATAD2_P1P2	ATAD2_-_124408631.23-P1P2_5	1
HOXA2_P1P2	HOXA2_-_27142210.23-P1P2_2	1
HOXA2_P1P2	HOXA2_-_27142282.23-P1P2_3	1
HOXA2_P1P2	HOXA2_+_27141812.23-P1P2_4	1
HOXA2_P1P2	HOXA2_+_27142273.23-P1P2_1	1
HOXA2_P1P2	HOXA2_-_27142244.23-P1P2_5	1
ZNF394_P1P2	ZNF394_+_99097840.23-P1P2_5	1
ZNF394_P1P2	ZNF394_+_99097859.23-P1P2_2	1
ZNF394_P1P2	ZNF394_+_99097490.23-P1P2_3	1
ZNF394_P1P2	ZNF394_+_99097475.23-P1P2_4	1
ZNF394_P1P2	ZNF394_+_99097872.23-P1P2_1	1
NPTXR_P1P2	NPTXR_-_39239837.23-P1P2_4	1
NPTXR_P1P2	NPTXR_-_39239554.23-P1P2_1	1
NPTXR_P1P2	NPTXR_-_39239744.23-P1P2_3	1
NPTXR_P1P2	NPTXR_+_39239730.23-P1P2_5	1
NPTXR_P1P2	NPTXR_-_39239607.23-P1P2_2	1
ZNF33B_P1P2	ZNF33B_-_43133775.23-P1P2_5	1
ZNF33B_P1P2	ZNF33B_+_43133958.23-P1P2_3	1
ZNF33B_P1P2	ZNF33B_-_43133742.23-P1P2_2	1
ZNF33B_P1P2	ZNF33B_+_43133947.23-P1P2_1	1
ZNF33B_P1P2	ZNF33B_-_43133915.23-P1P2_4	1
HDGF_P1P2	HDGF_+_156721484.23-P1P2_5	1
HDGF_P1P2	HDGF_-_156721402.23-P1P2_1	1
HDGF_P1P2	HDGF_-_156721405.23-P1P2_3	1
HDGF_P1P2	HDGF_-_156721429.23-P1P2_2	1
HDGF_P1P2	HDGF_-_156721438.23-P1P2_4	1
TBX18_P2	TBX18_+_85473160.23-P2_4	1
TBX18_P2	TBX18_-_85473114.23-P2_2	1
TBX18_P2	TBX18_-_85473147.23-P2_3	1
TBX18_P2	TBX18_+_85473141.23-P2_5	1
TBX18_P2	TBX18_+_85473129.23-P2_1	1
CHD9_P2	CHD9_-_53165040.23-P2_1	1
CHD9_P2	CHD9_+_53164935.23-P2_4	1
CHD9_P2	CHD9_-_53164953.23-P2_2	1
CHD9_P2	CHD9_+_53164998.23-P2_3	1
CHD9_P2	CHD9_+_53165002.23-P2_5	1
ZNF646_P1P2	ZNF646_-_31085772.23-P1P2_1	1
ZNF646_P1P2	ZNF646_+_31086031.23-P1P2_3	1
ZNF646_P1P2	ZNF646_+_31085781.23-P1P2_4	1
ZNF646_P1P2	ZNF646_-_31085952.23-P1P2_2	1
ZNF646_P1P2	ZNF646_-_31086160.23-P1P2_5	1
ZNF461_P1P2	ZNF461_+_37157697.23-P1P2_1	1
ZNF461_P1P2	ZNF461_+_37157678.23-P1P2_4	1
ZNF461_P1P2	ZNF461_+_37157703.23-P1P2_2	1
ZNF461_P1P2	ZNF461_+_37157711.23-P1P2_3	1
ZNF461_P1P2	ZNF461_+_37157727.23-P1P2_5	1
TRIM24_P1P2	TRIM24_-_138145308.23-P1P2_1	1
TRIM24_P1P2	TRIM24_-_138145240.23-P1P2_2	1
TRIM24_P1P2	TRIM24_-_138145197.23-P1P2_3	1
TRIM24_P1P2	TRIM24_-_138145400.23-P1P2_5	1
TRIM24_P1P2	TRIM24_-_138145206.23-P1P2_4	1
WNT7A_P1P2	WNT7A_+_13921057.23-P1P2_5	1
WNT7A_P1P2	WNT7A_-_13921558.23-P1P2_4	1
WNT7A_P1P2	WNT7A_-_13921497.23-P1P2_1	1
WNT7A_P1P2	WNT7A_+_13921304.23-P1P2_3	1
WNT7A_P1P2	WNT7A_-_13921484.23-P1P2_2	1
ZNF77_P1P2	ZNF77_-_2944929.23-P1P2_5	1
ZNF77_P1P2	ZNF77_-_2944933.23-P1P2_2	1
ZNF77_P1P2	ZNF77_-_2944891.23-P1P2_4	1
ZNF77_P1P2	ZNF77_+_2944920.23-P1P2_1	1
